,0
3,0.20190023752969122
4,0.502884289107567
5,0.5442823210044113
6,0.5405497115710892
7,0.5537835086528673
8,0.5659993213437394
9,0.5659993213437394
10,0.5782151340346114
11,0.5693926026467594
12,0.5683746182558534
13,0.5843230403800475
14,0.6012894468951476
15,0.6168985408890397
16,0.6196131659314558
17,0.6284356973193078
18,0.6287750254496097
19,0.6223277909738717
20,0.6355615880556498
21,0.6362402443162538
22,0.6345436036647438
23,0.6155412283678316
24,0.6236851034950798
25,0.6263997285374957
26,0.6247030878859857
27,0.6433661350525959
28,0.6582965727858839
29,0.6603325415676959
30,0.6830675262979301
31,0.7136070580251103
32,0.7271801832371904
33,0.7278588394977944
34,0.7356633864947404
35,0.7414319647098745
36,0.7468612147947065
37,0.7448252460128945
38,0.7719714964370546
39,0.7753647777400746
40,0.7753647777400746
41,0.8367831693247371
42,0.8615541228367831
43,0.8622327790973872
44,0.8629114353579912
45,0.8642687478791992
46,0.8649474041398032
47,0.8649474041398032
48,0.8652867322701052
49,0.8659653885307091
50,0.8693586698337292
51,0.8673227010519172
52,0.8669833729216152
53,0.8703766542246352
54,0.8690193417034272
55,0.8693586698337292
56,0.8608754665761792
57,0.8652867322701052
58,0.8612147947064812
59,0.8605361384458772
60,0.8605361384458772
61,0.8608754665761792
62,0.8612147947064812
63,0.8605361384458772
64,0.8673227010519172
65,0.8703766542246352
66,0.8791991856124872
67,0.8781812012215813
68,0.8778418730912793
69,0.8791991856124872
70,0.8853070919579233
71,0.8839497794367153
72,0.8839497794367153
73,0.8839497794367153
74,0.8900576857821514
75,0.8910756701730573
76,0.8914149983033594
77,0.8914149983033594
78,0.8924329826942654
79,0.8900576857821514
80,0.8873430607397353
81,0.8866644044791313
82,0.8880217170003394
83,0.8876823888700374
84,0.8890397013912453
85,0.8893790295215473
86,0.8907363420427553
87,0.8900576857821514
88,0.8900576857821514
89,0.8907363420427553
90,0.8941296233457754
91,0.8948082796063793
92,0.8954869358669834
93,0.9009161859518154
94,0.9005768578215134
95,0.9015948422124194
96,0.9015948422124194
97,0.9019341703427214
98,0.9015948422124194
99,0.9026128266033254
100,0.9026128266033254
101,0.9032914828639295
102,0.9039701391245334
103,0.9009161859518154
104,0.8985408890397014
105,0.8995588734306074
106,0.9009161859518154
107,0.9002375296912114
108,0.9005768578215134
109,0.8998982015609094
110,0.8998982015609094
111,0.8998982015609094
112,0.9009161859518154
113,0.9002375296912114
114,0.9005768578215134
115,0.9005768578215134
116,0.9015948422124194
117,0.9022734984730234
118,0.9009161859518154
119,0.9026128266033254
120,0.8992195453003053
121,0.8995588734306074
122,0.9002375296912114
123,0.9015948422124194
124,0.9026128266033254
125,0.9029521547336274
126,0.9022734984730234
127,0.9026128266033254
128,0.9029521547336274
129,0.9036308109942314
130,0.9039701391245334
131,0.9036308109942314
132,0.9036308109942314
133,0.9049881235154394
134,0.9053274516457415
135,0.9053274516457415
136,0.9070240922972514
137,0.9063454360366474
138,0.9066847641669494
139,0.9070240922972514
140,0.9066847641669494
141,0.9070240922972514
142,0.9097387173396675
143,0.9185612487275195
144,0.9205972175093315
145,0.9209365456396336
146,0.9321343739395996
147,0.9324737020699015
148,0.9331523583305056
149,0.9328130302002036
150,0.9351883271123176
151,0.9358669833729216
152,0.9355276552426196
153,0.9358669833729216
154,0.9358669833729216
155,0.9358669833729216
156,0.9368849677638276
157,0.9368849677638276
158,0.9429928741092637
159,0.9392602646759416
160,0.9395995928062436
161,0.9395995928062436
162,0.9395995928062436
163,0.9395995928062436
164,0.9409569053274517
165,0.9416355615880556
166,0.9423142178486597
167,0.9423142178486597
168,0.9426535459789617
169,0.9436715303698676
170,0.9426535459789617
171,0.9426535459789617
172,0.9443501866304717
173,0.9440108585001696
174,0.9443501866304717
175,0.9443501866304717
176,0.9443501866304717
177,0.9443501866304717
178,0.9446895147607737
179,0.9446895147607737
180,0.9443501866304717
181,0.9446895147607737
182,0.9446895147607737
183,0.9491007804546997
184,0.9507974211062097
185,0.9511367492365117
186,0.9518154054971157
187,0.9504580929759077
188,0.9518154054971157
189,0.9521547336274178
190,0.9521547336274178
191,0.9528333898880217
192,0.9535120461486257
193,0.9514760773668137
194,0.9528333898880217
195,0.9524940617577197
196,0.9518154054971157
197,0.9541907024092298
198,0.9579233118425518
199,0.9582626399728538
200,0.9606379368849678
201,0.9602986087546658
202,0.9599592806243638
203,0.9606379368849678
204,0.9602986087546658
205,0.9606379368849678
206,0.9602986087546658
207,0.9602986087546658
208,0.9599592806243638
209,0.9596199524940617
210,0.9579233118425518
211,0.9582626399728538
212,0.9589412962334578
213,0.9592806243637597
214,0.9592806243637597
215,0.9592806243637597
216,0.9592806243637597
217,0.9592806243637597
218,0.9592806243637597
219,0.9589412962334578
220,0.9589412962334578
221,0.9589412962334578
222,0.9589412962334578
223,0.9579233118425518
224,0.9579233118425518
225,0.9579233118425518
226,0.9579233118425518
227,0.9582626399728538
228,0.9582626399728538
229,0.9582626399728538
230,0.9579233118425518
231,0.9569053274516457
232,0.9569053274516457
233,0.9569053274516457
234,0.9572446555819477
235,0.9572446555819477
236,0.9569053274516457
237,0.9572446555819477
238,0.9565659993213438
239,0.9569053274516457
240,0.9572446555819477
241,0.9569053274516457
242,0.9569053274516457
243,0.9565659993213438
244,0.9575839837122497
245,0.9579233118425518
246,0.9579233118425518
247,0.9582626399728538
248,0.9575839837122497
249,0.9586019681031558
250,0.9582626399728538
251,0.9579233118425518
252,0.9582626399728538
253,0.9582626399728538
254,0.9586019681031558
255,0.9586019681031558
256,0.9592806243637597
257,0.9589412962334578
258,0.9589412962334578
259,0.9589412962334578
260,0.9586019681031558
261,0.9586019681031558
262,0.9589412962334578
263,0.9589412962334578
264,0.9586019681031558
265,0.9582626399728538
