,0
3,0.1856124872751951
4,0.4353579911774686
5,0.48795385137427894
6,0.4689514760773668
7,0.5086528673227011
8,0.48998982015609094
9,0.4845605700712589
10,0.504920257889379
11,0.49847302341364097
12,0.49949100780454697
13,0.499830335934849
14,0.505259586019681
15,0.5256192738378012
16,0.5256192738378012
17,0.5218866644044792
18,0.5181540549711571
19,0.5147607736681371
20,0.5307091957923312
21,0.5357991177468612
22,0.5252799457074991
23,0.5619273837801154
24,0.5782151340346114
25,0.5921275873769936
26,0.5982354937224296
27,0.6046827281981676
28,0.6046827281981676
29,0.6107906345436037
30,0.6454021038344079
31,0.6596538853070919
32,0.6599932134373939
33,0.6623685103495079
34,0.6786562606040041
35,0.6861214794706482
36,0.6915507295554801
37,0.7000339328130302
38,0.7288768238887003
39,0.7332880895826264
40,0.7332880895826264
41,0.8113335595520869
42,0.8428910756701731
43,0.8520529351883271
44,0.8530709195792331
45,0.8534102477095351
46,0.8534102477095351
47,0.8527315914489311
48,0.8530709195792331
49,0.8523922633186292
50,0.8527315914489311
51,0.8612147947064812
52,0.8605361384458772
53,0.8605361384458772
54,0.8683406854428232
55,0.8676620291822192
56,0.8656260604004072
57,0.8656260604004072
58,0.8666440447913132
59,0.8663047166610112
60,0.8663047166610112
61,0.8666440447913132
62,0.8659653885307091
63,0.8629114353579912
64,0.8635900916185952
65,0.8622327790973872
66,0.8710553104852392
67,0.8730912792670512
68,0.8744485917882593
69,0.8730912792670512
70,0.8771632168306752
71,0.8781812012215813
72,0.8778418730912793
73,0.8764845605700713
74,0.8846284356973193
75,0.8849677638276213
76,0.8849677638276213
77,0.8859857482185273
78,0.8853070919579233
79,0.8849677638276213
80,0.8859857482185273
81,0.8859857482185273
82,0.8856464200882254
83,0.8856464200882254
84,0.8846284356973193
85,0.8859857482185273
86,0.8873430607397353
87,0.8873430607397353
88,0.8873430607397353
89,0.8876823888700374
90,0.8870037326094333
91,0.8870037326094333
92,0.8887003732609433
93,0.8934509670851714
94,0.8924329826942654
95,0.8931116389548693
96,0.8941296233457754
97,0.8934509670851714
98,0.8934509670851714
99,0.8934509670851714
100,0.8934509670851714
101,0.8927723108245673
102,0.8924329826942654
103,0.8941296233457754
104,0.8948082796063793
105,0.8965049202578894
106,0.8958262639972854
107,0.8961655921275874
108,0.8971835765184933
109,0.8982015609093994
110,0.8982015609093994
111,0.8971835765184933
112,0.8971835765184933
113,0.8975229046487954
114,0.8961655921275874
115,0.8968442483881914
116,0.8965049202578894
117,0.8961655921275874
118,0.8954869358669834
119,0.8917543264336614
120,0.8917543264336614
121,0.8934509670851714
122,0.8927723108245673
123,0.8920936545639634
124,0.8907363420427553
125,0.8917543264336614
126,0.8927723108245673
127,0.8937902952154734
128,0.8934509670851714
129,0.8931116389548693
130,0.8954869358669834
131,0.8961655921275874
132,0.8958262639972854
133,0.8961655921275874
134,0.8951476077366813
135,0.8965049202578894
136,0.8968442483881914
137,0.8965049202578894
138,0.8965049202578894
139,0.8971835765184933
140,0.8968442483881914
141,0.8968442483881914
142,0.8982015609093994
143,0.9032914828639295
144,0.9043094672548354
145,0.9039701391245334
146,0.9124533423820834
147,0.9117746861214795
148,0.9117746861214795
149,0.9131319986426875
150,0.9158466236851035
151,0.9155072955548015
152,0.9151679674244995
153,0.9168646080760094
154,0.9165252799457075
155,0.9172039362063115
156,0.9172039362063115
157,0.9175432643366135
158,0.9219545300305395
159,0.9195792331184255
160,0.9199185612487275
161,0.9199185612487275
162,0.9199185612487275
163,0.9202578893790295
164,0.9212758737699356
165,0.9212758737699356
166,0.9219545300305395
167,0.9219545300305395
168,0.9229725144214456
169,0.9229725144214456
170,0.9219545300305395
171,0.9222938581608415
172,0.9229725144214456
173,0.9233118425517476
174,0.9226331862911435
175,0.9226331862911435
176,0.9222938581608415
177,0.9219545300305395
178,0.9219545300305395
179,0.9219545300305395
180,0.9222938581608415
181,0.9229725144214456
182,0.9229725144214456
183,0.9273837801153716
184,0.9280624363759755
185,0.9287410926365796
186,0.9284017645062775
187,0.9300984051577876
188,0.9304377332880895
189,0.9307770614183916
190,0.9311163895486936
191,0.9304377332880895
192,0.9311163895486936
193,0.9311163895486936
194,0.9324737020699015
195,0.9317950458092976
196,0.9321343739395996
197,0.9321343739395996
198,0.9372242958941296
199,0.9375636240244316
200,0.9372242958941296
201,0.9368849677638276
202,0.9392602646759416
203,0.9385816084153377
204,0.9385816084153377
205,0.9382422802850356
206,0.9382422802850356
207,0.9385816084153377
208,0.9389209365456397
209,0.9382422802850356
210,0.9372242958941296
211,0.9362063115032236
212,0.9368849677638276
213,0.9372242958941296
214,0.9368849677638276
215,0.9358669833729216
216,0.9355276552426196
217,0.9358669833729216
218,0.9365456396335257
219,0.9365456396335257
220,0.9355276552426196
221,0.9345096708517137
222,0.9345096708517137
223,0.9334916864608076
224,0.9331523583305056
225,0.9334916864608076
226,0.9331523583305056
227,0.9334916864608076
228,0.9328130302002036
229,0.9324737020699015
230,0.9324737020699015
231,0.9331523583305056
232,0.9331523583305056
233,0.9328130302002036
234,0.9331523583305056
235,0.9331523583305056
236,0.9314557176789956
237,0.9317950458092976
238,0.9317950458092976
239,0.9321343739395996
240,0.9324737020699015
241,0.9328130302002036
242,0.9324737020699015
243,0.9328130302002036
244,0.9338310145911096
245,0.9334916864608076
246,0.9328130302002036
247,0.9321343739395996
248,0.9321343739395996
249,0.9355276552426196
250,0.9351883271123176
