0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,y
0.40102878,-2.2439656,-2.1996727000000003,0.24660277,1.3108255,0.9840169,-2.3696610000000002,-9.153033,-6.0585275,-2.4995465,-5.590461,-4.9703627,-1.1067197,-4.44304,-4.403535400000001,-4.803367,-2.5605986,0.142455,-1.5837643999999997,-2.6431987,-3.1591492000000003,-4.6297874000000006,-3.4919431000000003,0.3196259,1.2814964,-5.4360349999999995,-8.059482000000001,-0.9756372,-6.7187285,-13.564948000000001,-10.925341,-4.052785,-4.131195,-2.9550436,-1.1426326999999998,-0.4950012,-0.8158241999999999,-2.143409,-1.7316063999999998,-0.038307227,0.28012159999999997,0.7278373,-0.09636662,-3.5332432000000003,-6.3709707,-5.2199583,-5.755661,-6.469133,-2.295441,-4.103063,1
-5.4360349999999995,-8.059482000000001,-0.9756372,-6.7187285,-13.564948000000001,-10.925341,-4.052785,-4.131195,-2.9550436,-1.1426326999999998,-0.4950012,-0.8158241999999999,-2.143409,-1.7316063999999998,-0.038307227,0.28012159999999997,0.7278373,-0.09636662,-3.5332432000000003,-6.3709707,-5.2199583,-5.755661,-6.469133,-2.295441,-4.103063,-3.208829,-1.2946646000000002,-0.08559271,-0.7278373,-3.8564602999999997,-4.313753,-5.4126916,-5.931036,-3.5344403,0.59376204,0.96187055,-2.0422540000000002,-11.520899,-10.904391,-0.01436521,-6.4362125,-16.117167000000002,-7.301717,0.93373865,0.1388637,-1.0115502,-4.387374400000001,-4.4101195,-2.5019407000000005,0.4938041,1
-3.208829,-1.2946646000000002,-0.08559271,-0.7278373,-3.8564602999999997,-4.313753,-5.4126916,-5.931036,-3.5344403,0.59376204,0.96187055,-2.0422540000000002,-11.520899,-10.904391,-0.01436521,-6.4362125,-16.117167000000002,-7.301717,0.93373865,0.1388637,-1.0115502,-4.387374400000001,-4.4101195,-2.5019407000000005,0.4938041,-0.35553896,-2.0057424999999998,-2.6461914,-2.7060466,-6.4643445,-8.101977999999999,-7.5429325,-9.0716305,-3.2142158,-2.7898436,-3.7253778,-0.6368576,1.9626468000000001,-1.7202339,-4.1042604,-5.4432178,-5.722142,-4.119224,-2.585738,-0.8391677,0.048482585999999994,-2.0602105,-9.761759,-11.988366000000001,-0.55006784,1
-0.35553896,-2.0057424999999998,-2.6461914,-2.7060466,-6.4643445,-8.101977999999999,-7.5429325,-9.0716305,-3.2142158,-2.7898436,-3.7253778,-0.6368576,1.9626468000000001,-1.7202339,-4.1042604,-5.4432178,-5.722142,-4.119224,-2.585738,-0.8391677,0.048482585999999994,-2.0602105,-9.761759,-11.988366000000001,-0.55006784,-9.415796,-14.568717000000001,-4.1305966,0.107739076,-1.8800468000000001,-2.0446482,-3.8666358,-4.957793,-2.5576060000000003,0.41958386,0.061650693,-1.8363526999999997,-2.5438392000000003,-1.1725603,-0.5746084,-8.230667,-12.907739999999999,-10.940305,-4.6938324,-0.5279215,-1.2850877,0.374094,3.2674868,-1.3221979,-5.4899044,1
-9.415796,-14.568717000000001,-4.1305966,0.107739076,-1.8800468000000001,-2.0446482,-3.8666358,-4.957793,-2.5576060000000003,0.41958386,0.061650693,-1.8363526999999997,-2.5438392000000003,-1.1725603,-0.5746084,-8.230667,-12.907739999999999,-10.940305,-4.6938324,-0.5279215,-1.2850877,0.374094,3.2674868,-1.3221979,-5.4899044,-5.674258,-6.1243677000000005,-3.8959646,-2.509722,0.017956512,0.39085343,-0.012569559,-4.896142500000001,-15.963939000000002,-4.8069587,-10.100538,-13.727155999999999,-4.635174299999999,-0.41838676,-0.9307459000000001,-0.90381116,-2.3385365,-4.848857,-3.6780925000000004,-0.56203884,1.3551182,-0.44352585,-3.13401,-2.6366146,-4.5022964000000005,1
-5.674258,-6.1243677000000005,-3.8959646,-2.509722,0.017956512,0.39085343,-0.012569559,-4.896142500000001,-15.963939000000002,-4.8069587,-10.100538,-13.727155999999999,-4.635174299999999,-0.41838676,-0.9307459000000001,-0.90381116,-2.3385365,-4.848857,-3.6780925000000004,-0.56203884,1.3551182,-0.44352585,-3.13401,-2.6366146,-4.5022964000000005,-9.427169000000001,-6.5942300000000005,-6.326678,-6.2243257000000005,-0.4189853,-1.2509704,-3.1022868,-0.61112,-1.5472529,-2.8161798,-2.3888147,-1.9835961,-3.2064347,-4.231153,-4.7453080000000005,-2.6581624,-0.28012159999999997,-1.2054806,-12.576143,-11.070788,-4.569334,-12.970588000000001,-11.383232000000001,-1.0959458,0.076015905,1
-9.427169000000001,-6.5942300000000005,-6.326678,-6.2243257000000005,-0.4189853,-1.2509704,-3.1022868,-0.61112,-1.5472529,-2.8161798,-2.3888147,-1.9835961,-3.2064347,-4.231153,-4.7453080000000005,-2.6581624,-0.28012159999999997,-1.2054806,-12.576143,-11.070788,-4.569334,-12.970588000000001,-11.383232000000001,-1.0959458,0.076015905,-1.5394716999999998,-1.6430208999999998,-3.2435447999999996,-3.7541082,-0.7715314999999999,0.094570965,-0.8643068000000002,-3.441665,-2.6527755,-0.65301853,-5.347449299999999,-12.1840925,-8.747216,-3.6367924,-4.373608,-2.866458,-4.9464207,0.9876082,0.7541734999999999,-3.4231097999999998,-3.4853592000000004,-4.907515,-5.036203400000001,-4.6417584000000005,-3.4033577000000004,1
-1.5394716999999998,-1.6430208999999998,-3.2435447999999996,-3.7541082,-0.7715314999999999,0.094570965,-0.8643068000000002,-3.441665,-2.6527755,-0.65301853,-5.347449299999999,-12.1840925,-8.747216,-3.6367924,-4.373608,-2.866458,-4.9464207,0.9876082,0.7541734999999999,-3.4231097999999998,-3.4853592000000004,-4.907515,-5.036203400000001,-4.6417584000000005,-3.4033577000000004,0.09876082,0.6560113000000001,-1.578976,-13.074736,-8.310274,-3.6792896,-15.696385999999999,-12.754511,-0.46327803,0.11312603,-0.46746787,-1.4425066,-4.217984700000001,-2.4504653999999997,-1.6454151000000001,0.12988544,-0.8762778,-2.8431146000000003,-2.2290018,-0.8475474000000001,-4.5872903,-14.740501,-10.849923,-3.3039982000000006,-5.3360769999999995,1
0.09876082,0.6560113000000001,-1.578976,-13.074736,-8.310274,-3.6792896,-15.696385999999999,-12.754511,-0.46327803,0.11312603,-0.46746787,-1.4425066,-4.217984700000001,-2.4504653999999997,-1.6454151000000001,0.12988544,-0.8762778,-2.8431146000000003,-2.2290018,-0.8475474000000001,-4.5872903,-14.740501,-10.849923,-3.3039982000000006,-5.3360769999999995,-5.1385555,-1.5640123,4.1706996,0.14544775,-3.8205473,-5.0846860000000005,-5.3366755999999995,-4.349666,-3.229778,-1.7555484000000001,0.24839842,-1.2330139,-12.243947,-9.1255,-4.376600700000001,-12.710816000000001,-12.983157,-2.2930467,-1.5089456,-2.445677,-1.7274165000000001,-2.5701754,-3.7523127,-2.1853075,0.5835866999999999,1
-5.1385555,-1.5640123,4.1706996,0.14544775,-3.8205473,-5.0846860000000005,-5.3366755999999995,-4.349666,-3.229778,-1.7555484000000001,0.24839842,-1.2330139,-12.243947,-9.1255,-4.376600700000001,-12.710816000000001,-12.983157,-2.2930467,-1.5089456,-2.445677,-1.7274165000000001,-2.5701754,-3.7523127,-2.1853075,0.5835866999999999,0.5542577,-1.3628993,-4.5082817,-2.9514522999999997,-2.0039468,-9.385869,-7.7027453999999995,-6.7187285,-6.813898,-2.3702598,-3.9929300000000003,-1.929128,0.83976626,-1.7782933999999997,-3.5009214999999996,-2.0446482,-2.932897,-5.16549,-5.9130797,-2.0841526999999997,2.1057005,0.11312603,-10.042479,-7.642291999999999,-4.0420110000000005,1
0.5542577,-1.3628993,-4.5082817,-2.9514522999999997,-2.0039468,-9.385869,-7.7027453999999995,-6.7187285,-6.813898,-2.3702598,-3.9929300000000003,-1.929128,0.83976626,-1.7782933999999997,-3.5009214999999996,-2.0446482,-2.932897,-5.16549,-5.9130797,-2.0841526999999997,2.1057005,0.11312603,-10.042479,-7.642291999999999,-4.0420110000000005,-14.501679000000001,-11.790845,-2.2984335,-1.1534066,-0.36930559999999996,-1.0570401000000003,-2.6342204,-3.8618474000000003,-1.6669630000000002,1.389834,1.1097125,-1.9919758,-3.8905778,-4.427477400000001,-9.1350765,-11.349713000000001,-5.8586116,-5.346252400000001,-3.245939,1.9381063000000003,-3.6559459999999997,-3.3189620000000004,-1.9776106,-2.3361422999999997,-2.8550856,1
-14.501679000000001,-11.790845,-2.2984335,-1.1534066,-0.36930559999999996,-1.0570401000000003,-2.6342204,-3.8618474000000003,-1.6669630000000002,1.389834,1.1097125,-1.9919758,-3.8905778,-4.427477400000001,-9.1350765,-11.349713000000001,-5.8586116,-5.346252400000001,-3.245939,1.9381063000000003,-3.6559459999999997,-3.3189620000000004,-1.9776106,-2.3361422999999997,-2.8550856,-1.9321207999999999,-3.7307648999999996,-5.1343656,-2.8263552000000005,-0.18076223,-3.328539,-11.042058,-3.560178,-3.3572693,-14.898519,-10.3453455,-2.0470424,-3.2896330000000003,-3.6110547,-2.9257145,-1.2186487,-1.3868413,-0.9044097,1.2916718999999999,-1.4161704,-4.012682,-4.243124,-1.407192,-4.7800236,-12.823943,1
-1.9321207999999999,-3.7307648999999996,-5.1343656,-2.8263552000000005,-0.18076223,-3.328539,-11.042058,-3.560178,-3.3572693,-14.898519,-10.3453455,-2.0470424,-3.2896330000000003,-3.6110547,-2.9257145,-1.2186487,-1.3868413,-0.9044097,1.2916718999999999,-1.4161704,-4.012682,-4.243124,-1.407192,-4.7800236,-12.823943,-9.648033999999999,-6.527791000000001,-4.8853683,-2.4995465,-3.7379474999999998,0.37229836,0.046088383,-3.3824084,-2.3918076,-0.91937345,-2.7778726000000002,-5.4504004,-4.9542017,-0.52133745,0.5770026,-2.280477,-15.899295,-7.656657000000001,-6.0848637000000005,-15.164275,-9.082403999999999,-1.8854338,-1.3844471,-2.1188686000000003,-1.1079168,1
-9.648033999999999,-6.527791000000001,-4.8853683,-2.4995465,-3.7379474999999998,0.37229836,0.046088383,-3.3824084,-2.3918076,-0.91937345,-2.7778726000000002,-5.4504004,-4.9542017,-0.52133745,0.5770026,-2.280477,-15.899295,-7.656657000000001,-6.0848637000000005,-15.164275,-9.082403999999999,-1.8854338,-1.3844471,-2.1188686000000003,-1.1079168,-1.929128,-2.8107927000000004,-0.45669398,-0.415394,-0.4758476,-3.1411927000000004,-3.8331169999999997,-4.337096,-6.5445504,-8.896255,-4.216787999999999,-4.547187999999999,-6.646304,-4.302979,-1.0749966,1.733402,-1.0510546,-3.459023,-2.5504234,-2.8568811000000003,-3.9199066,-4.214992,-4.542399400000001,-2.0859482,0.10474633,1
